seg,vert,snapdist,Sample,Latitude,Longitude,mouthdist,hitide,dist2tide
1,412,43.410735381934686,0000002036_1,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_2,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_3,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_4,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_5,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_6,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,412,43.410735381934686,0000002036_7,60.2085152658688,-147.763387584237,267.99412047829503,428.93538817076814,-160.9412676924731
1,309,57.02266584751418,0000002038_1,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_10,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_11,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_12,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_13,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_14,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_15,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_16,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_17,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_18,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_19,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_2,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_20,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_21,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_22,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_23,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_24,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_25,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_3,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_4,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_5,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_6,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_7,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_8,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,309,57.02266584751418,0000002038_9,60.2092002272709,-147.762090417928,368.9851592834259,428.93538817076814,-59.950228887342234
1,320,1.8172925014572174,0000002042_1,60.2087086894303,-147.761869099816,357.98515928343164,428.93538817076814,-70.9502288873365
1,320,1.8172925014572174,0000002042_10,60.2087086894303,-147.761869099816,357.98515928343164,428.93538817076814,-70.9502288873365
1,320,1.8172925014572174,0000002042_11,60.2087086894303,-147.761869099816,357.98515928343164,428.93538817076814,-70.9502288873365
1,320,1.8172925014572174,0000002042_12,60.2087086894303,-147.761869099816,357.98515928343164,428.93538817076814,-70.9502288873365
1,320,1.8172925014572174,0000002042_13,60.2087086894303,-147.761869099816,357.98515928343164,428.93538817076814,-70.9502288873365
